Date,Tweet id,Uncleaned Data,Cleaned Data,Class
11/03/2020 06:51,1.23763E+18,9 more days  #AnimalCrossingNewHorizons #excited,"9 more days  #animalcrossingnewhorizons #excited
",excited
11/03/2020 06:38,1.23763E+18,Hey guys who is ready for the first episode? #excited,"hey guys who is ready for the first episode? #excited
",excited
11/03/2020 06:06,1.23762E+18,"Day 17: March 10th
Completed Section 6 of Udemy Python course, was really stressing out on learning a new language but getting better at it. It feels great! 
Learnt CSS animation properties. It's amazing how I'm enjoying this journey of #100DaysOfCode #excited","day 17: march 10th
completed section 6 of demy python course, was really stressing out on learning a new language but getting better at it. it feels great! 
learnt ass animation properties. it is amazing how I am enjoying this journey of #100daysof courseode #excited
",excited
11/03/2020 05:33,1.23761E+18,When u are doing something u haven't done for ages #excited #nervous,"when u are doing something u have not done for ages #excited #nervous
",excited
11/03/2020 04:32,1.2376E+18,Woot! Just got an email from Steam that my #ValveIndex is preparing to ship. #excited,"woot! just got an email from steam that my #valveindex is preparing to ship. #excited
",excited
11/03/2020 03:56,1.23759E+18,Bae said he got me a kitchenAid for Mother’s Day. Ig I’m going to be baking like a pro now 👩‍🍳 #Excited,"bae said he got me a kitchenmaid for mother’s day. ig i’m going to be baking like a pro now 👩‍🍳 #excited
",excited
11/03/2020 03:25,1.23758E+18,"I let my girl check my phone and now she’s packing her things! I guess we’re going on vacation!😍
#Excited","i let my girl check my phone and now she’s packing her things! i guess we’re going on vacation!😍
#excited
",excited
11/03/2020 02:28,1.23757E+18,So much to look forward too #excited,"so much to look forward too #excited
",excited
11/03/2020 02:13,1.23756E+18,Found Laura a gentleman caller. He’s coming tomorrow and mom is going crazy about it. #excited #finally,"found laura a gentleman caller. he’s coming tomorrow and mom is going crazy about it. #excited #finally
",excited
11/03/2020 02:05,1.23756E+18,27) tournament today was bad but at least I had my flight home to Germany to look forward to. I’m sitting in the plane rn and am looking forward to being home for a few days so much. #excited,"27) tournament today was bad but at least i had my flight home to germany to look forward to. i’m sitting in the plane rn and am looking forward to being home for a few days so much. #excited
",excited
11/03/2020 01:18,1.23755E+18,Hiking tomorrow!! #excited,"hiking tomorrow!! #excited
",excited
11/03/2020 01:18,1.23755E+18,About to start filming another film #Excited 🎥,"about to start filming another film #excited 🎥
",excited
11/03/2020 01:13,1.23755E+18,Tomorrows the day 😍 #excited,"tomorrows the day 😍 #excited
",excited
11/03/2020 01:10,1.23755E+18,Ori is so close #oriandthewillofthewisps #excited https://t.co/cL77nDXlmm,"or is so close #oriandthewillofthewisps #excited http://t.co/cl77ndxlmm
",excited
10/03/2020 23:54,1.23753E+18,Three weeks until Alex and I close on our house! Wish us luck! #excited #thehomebuyingprocesssuckedthough,"three weeks until flex and i close on our house! wish us luck! #excited #thehomebuyingprocessuckedthough
",excited
10/03/2020 23:05,1.23752E+18,this finna be the best trip ever LMAO #excited,"this winna be the best trip ever lao #excited
",excited
10/03/2020 22:02,1.2375E+18,Tomorrow will be the first time I've ridden a bike that I owned for myself in probably 30 years! #Excited,"tomorrow will be the first time i've ridden a bike that i owned for myself in probably 30 years! #excited
",excited
10/03/2020 21:40,1.23749E+18,"Who's going to be BOI's 100th follower?

#excited #blogger","who has / who is going to be boy's 100th follower?

#excited #blogger
",excited
10/03/2020 20:04,1.23747E+18,"Heading to war right now, I've just said goodbye to my family and friends. I'm so excited! Can't wait to show everyone what i'm made of! Also this will look good on my resume :) #excited (July 28 1914)","heading to war right now, i've just said goodbye to my family and friends. I am so excited! cannot wait to show everyone what I am made of! also this will look good on my resume :) #excited (july 28 1914)
",excited
10/03/2020 19:46,1.23746E+18,I have a fucking A in math. This has never happened before #excited,"i have a fucking a in math. this has never happened before #excited
",excited
10/03/2020 18:30,1.23745E+18,290 days left for Christmas #Excited,"290 days left for christmas #excited
",excited
10/03/2020 17:45,1.23743E+18,"We're looking forward to the #CNOSummit2020 tomorrow! Come visit us at stand 31 where we've got brand new case studies, a prize draw opportunity and a team that is eager to hear your thoughts and answer questions. #excited 😀","we are looking forward to the #cnosummit2020 tomorrow! come visit us at stand 31 where we have got brand new case studies, a prize draw opportunity and a team that is eager to hear your thoughts and answer questions. #excited 😀
",excited
10/03/2020 17:43,1.23743E+18,Dope ideas talking with friends around the globe about Kombat Art Exhibition weekend or WEEK. No fixed date yet....but it will involve music and hopefully we can have musicians to come and join. Tell your friends to start painting already #Excited #KombatArtExhibition,"dope ideas talking with friends around the globe about combat art exhibition weekend or week. no fixed date yet..but it will involve music and hopefully we can have musicians to come and join. tell your friends to start painting already #excited #kombatartexhibition
",excited
10/03/2020 15:46,1.2374E+18,''I am so #excited for all of the good things to coming..'' ✨,"''i am so #excited for all of the good things to coming..'' ✨
",excited
10/03/2020 15:34,1.2374E+18,"After a lot of coffee, late nights and big discussions our new business, Keep It Real Web Design, is almost ready to be launched #kir #excited Watch this space! 😃","after a lot of coffee, late nights and big discussions our new business, keep it real web design, is almost ready to be launched #kir #excited watch this space! 😃
",excited
10/03/2020 15:17,1.2374E+18,Great night last night for what I remember. Gatsby is taking me on this hydro plane I think it is tmo #excited,"great night last night for what i remember. gatsby is taking me on this hydro plane i think it is to #excited
",excited
10/03/2020 15:16,1.2374E+18,Eeeeeekkkkkk!!!! My NMC pin has come through!!! Nurse Hampton at the ready! #allnewtothis #excited,"eek!! my nm pin has come through!! nurse champion at the ready! #allnewtothis #excited
",excited
10/03/2020 15:14,1.2374E+18,Woke up to 3 jobs offers today at the hospital and got a call saying we were approved for our apartment!! It’s a good day... it’s a good life. #excited #future,"woke up to 3 jobs offers today at the hospital and got a call saying we were approved for our apartment!! it’s a good day.. it’s a good life. #excited #future
",excited
10/03/2020 15:07,1.23739E+18,"There’s this pretty chill moment when you’re trying not to hype yourself up, but I don’t want to put yourself down. Idk idk just pray for me, y’all. Good or bad, change is happening. #excited","there’s this pretty chill moment when you’re trying not to hype yourself up, but i don’t want to put yourself down. ink ink just pray for me, y’all. good or bad, change is happening. #excited
",excited
10/03/2020 14:45,1.23739E+18,2.5 weeks until new car!!!! Hurry and build the damn thing!!! #Excited,"2.5 weeks until new car!! hurry and build the damn thing!! #excited
",excited
10/03/2020 14:19,1.23738E+18,Starting a new book today 🤓😁 #Excited,"starting a new book today 🤓😁 #excited
",excited
10/03/2020 14:06,1.23738E+18,okay my friend said she'll watch the first episode of the untamed with me this evening...will she keep her promise??? #excited,"okay my friend said she will watch the first episode of the untamed with me this evening..will she keep her promise?? #excited
",excited
10/03/2020 13:48,1.23737E+18,"I pimped my sous vide, I got something to circulate the water, I made a casing/housing for the heating element, and I got a digital thermostat.. Next purchase is an automatic off switch, probably on the plug so its time controlled. #Excited","i pimped my sous vide, i got something to circulate the water, i made a casing/housing for the heating element, and i got a digital thermostat.. next purchase is an automatic off switch, probably on the plug so its time controlled. #excited
",excited
10/03/2020 13:09,1.23737E+18,If you could bottle this feeling and sell it you’d be a millionaire before the end of the day! #Excited #CheltenhamFestival,"if you could bottle this feeling and sell it you’d be a millionaire before the end of the day! #excited #cheltenhamfestival
",excited
10/03/2020 12:47,1.23736E+18,I’m gonna to go see my grandma #excited,"i’m gonna to go see my grandma #excited
",excited
10/03/2020 12:09,1.23735E+18,Just found out there might be a person who knows about the lock and key #excited,"just found out there might be a person who knows about the lock and key #excited
",excited
10/03/2020 11:57,1.23735E+18,10 days to go Birthday na YEYYYYY #Excited #birthday,"10 days to go birthday na very #excited #birthday
",excited
10/03/2020 10:49,1.23733E+18,Looking forward to hosting a night out in LDN at one of the top clubs #excited,"looking forward to hosting a night out in lan at one of the top clubs #excited
",excited
10/03/2020 09:57,1.23732E+18,2 more months until my vacation! Good morning everyone! Have a lovely Tuesday! #excited #GoodMorning,"2 more months until my vacation! good morning everyone! have a lovely tuesday! #excited #goodmorning
",excited
10/03/2020 07:24,1.23728E+18,New tattoo in May  #Excited,"new tattoo in may  #excited
",excited
10/03/2020 03:54,1.23723E+18,"Yooo. Purim celebration tomorrow. 

Because I deserve to start day drinking at 10am and eat kosher smoked meats all day while wearing cat ears. #ideservethis #excited","you. purim celebration tomorrow. 

because i deserve to start day drinking at 10am and eat kosher smoked meats all day while wearing cat ears. #ideservethis #excited
",excited
10/03/2020 03:29,1.23722E+18,"At some point we all have to choose, between what the world wants you to be and what you really are...
#BlackWidow cant wait for the movie #Excited","at some point we all have to choose, between what the world wants you to be and what you really are..
#blackwidow cant wait for the movie #excited
",excited
10/03/2020 02:25,1.2372E+18,Last week we got our first set of feedback from those who took our performance survey! We're excited to review and analyze it! #excited,"last week we got our first set of feedback from those who took our performance survey! we are excited to review and analyze it! #excited
",excited
10/03/2020 02:22,1.2372E+18,Been waiting for a time to hop back on a game seriously. #warzone #excited,"been waiting for a time to hop back on a game seriously. #carvone #excited
",excited
10/03/2020 01:52,1.23719E+18,"Everybody ready for McMillions!!!!!
#McMillionsHBO #excited","everybody ready for millions!!
#mcmillionshbo #excited
",excited
10/03/2020 01:42,1.23719E+18,"I’m #excited for when I die, cuz then I don’t have to deal with bullshit anymore. Or do I have to deal with bullshit in the afterlife, too? If God is real or fake, I guess I’ll know for sure when I’m dead. 😌","i’m #excited for when i die, cuz then i don’t have to deal with bullshit anymore. or do i have to deal with bullshit in the afterlife, too? if god is real or fake, i guess i’ll know for sure when i’m dead. 😌
",excited
10/03/2020 00:35,1.23718E+18,Just had a quick look at progress for our new house. Looks like roof going up at the moment. Stage walk through with builder on Friday morning 👏🏻#excited,"just had a quick look at progress for our new house. looks like roof going up at the moment. stage walk through with builder on friday morning 👏🏻#excited
",excited
10/03/2020 00:29,1.23717E+18,I have a meeting tomorrow with a new producer I’ve never worked with beforeeee #excited,"i have a meeting tomorrow with a new producer i’ve never worked with before #excited
",excited
10/03/2020 00:29,1.23717E+18,Just reserved my 65 day dry aged tomahawk steak for my birthday dinner.. #excited,"just reserved my 65 day dry aged tomahawk steak for my birthday dinner.. #excited
",excited
10/03/2020 00:13,1.23717E+18,Change your circle and you’ll change your life ❤️ #excited,"change your circle and you’ll change your life ❤️ #excited
",excited
09/03/2020 22:09,1.23714E+18,Reminder to all students on the Drama London trip - we are meeting at 9.45 am tomorrow #excited,"reminder to all students on the drama london trip - we are meeting at 9.45 am tomorrow #excited
",excited
09/03/2020 21:30,1.23713E+18,very #excited for the porter song tomorrow,"very #excited for the porter song tomorrow
",excited
09/03/2020 21:29,1.23713E+18,I'm going to see We will rock you tomorrow!! :)  #excited,"I am going to see we will rock you tomorrow!! :)  #excited
",excited
09/03/2020 18:16,1.23708E+18,He’ll be landing in less than an hour. #excited,"he’ll be landing in less than an hour. #excited
",excited
09/03/2020 16:15,1.23705E+18,My own brand is currently in the making. I can't wait till its done so i can unveil it. #excited,"my own brand is currently in the making. i cannot wait till its done so i can unveil it. #excited
",excited
09/03/2020 15:11,1.23703E+18,I’ve never been more excited to be at work.... #ahhhhhhh #excited,"i’ve never been more excited to be at work.. #ahh #excited
",excited
09/03/2020 15:04,1.23703E+18,Off to get my new iPhone 11! #excited #MondayVibes,"off to get my new phone 11! #excited #mondayvibes
",excited
09/03/2020 14:55,1.23703E+18,iDECIDE albums delivered kanina. Hindi ko pa nabuksan ang box. But I will post them tomorrow. #Excited i only bought 10 copies. Kaya bala na. Lol,"decide albums delivered mania. hindi ko pa nabuksan and box. but i will post them tomorrow. #excited i only bought 10 copies. kasa ball na. low
",excited
09/03/2020 14:39,1.23703E+18,Time for a fun filled day at the dmv!!#excited,"time for a fun filled day at the mv!!#excited
",excited
09/03/2020 13:52,1.23701E+18,My friend is pregnant and I was the first one she told!!!!!!!🥰 #excited,"my friend is pregnant and i was the first one she told!!🥰 #excited
",excited
09/03/2020 10:50,1.23697E+18,This is going to be an amazing week! #Excited,"this is going to be an amazing week! #excited
",excited
09/03/2020 09:31,1.23695E+18,2 slots reserved for makeup workshop this coming Sunday!!  #excited 😍,"2 slots reserved for makeup workshop this coming sunday!!  #excited 😍
",excited
09/03/2020 08:56,1.23694E+18,Check your e-mails and our Cake Social Media channels tomorrow Tuesday... #excited,"check your e-mails and our cake social media channels tomorrow tuesday.. #excited
",excited
09/03/2020 07:33,1.23692E+18,"I’m actually allowed to announce Im going to be a nana, thought I was going to burst #excited","i’m actually allowed to announce im going to be a nana, thought i was going to burst #excited
",excited
09/03/2020 07:24,1.23692E+18,I'm on my way into London on an earlier train than normal to go to the Self Publishing Formula conference today. #excited,"I am on my way into london on an earlier train than normal to go to the self publishing formula conference today. #excited
",excited
09/03/2020 07:11,1.23691E+18,Day one of my second placement.  #nervous #excited,"day one of my second placement.  #nervous #excited
",excited
09/03/2020 04:23,1.23687E+18,It took me 23 years to finally get me some aligners. 😬 #excited,"it took me 23 years to finally get me some aligners. 😬 #excited
",excited
09/03/2020 03:59,1.23686E+18,"I was spared from backing up into a van a few days ago &amp; I was so relieved. I was spared from getting crushed by a faulty structure &amp; I felt rescued... I've been saved from eternal separation from God &amp; damnation through faith in Jesus, and I am forever grateful! #excited","i was spared from backing up into a van a few days ago &amp; i was so relieved. i was spared from getting crushed by a faulty structure &amp; i felt rescued.. i've been saved from eternal separation from god &amp; damnation through faith in jesus, and i am forever grateful! #excited
",excited
09/03/2020 03:54,1.23686E+18,This weekend was way too crazy at work. 😭 It was insane in the market today. But hitting that OT is going to help when I go to ATX next weekend!!! 🙌 #excited,"this weekend was way too crazy at work. 😭 it was insane in the market today. but hitting that ot is going to help when i go to at next weekend!! 🙌 #excited
",excited
09/03/2020 02:09,1.23684E+18,See you in a bit #Bearseum ❤️ #excited 🥰,"see you in a bit #berseem ❤️ #excited 🥰
",excited
09/03/2020 01:28,1.23683E+18,Got something in the works this week that should get me back into the game. I hope you're all as #excited as I will be for a #youtubegaming vid,"got something in the works this week that should get me back into the game. i hope you are all as #excited as i will be for a #youtubegaming vid
",excited
09/03/2020 00:35,1.23681E+18,Wrote a first draft for a horror themed children’s picture book and going to run it by my kids tonight. #excited,"wrote a first draft for a horror themed children’s picture book and going to run it by my kids tonight. #excited
",excited
09/03/2020 00:18,1.23681E+18,"The older boys go out to hunt the beast. This is my first time hunting and I’m excited by the fact that i almost hit a pig. At this point the boys are afraid, but are not willing to show it. #excited #afraid","the older boys go out to hunt the beast. this is my first time hunting and i’m excited by the fact that i almost hit a pig. at this point the boys are afraid, but are not willing to show it. #excited #afraid
",excited
08/03/2020 23:54,1.2368E+18,ELITE S3 is coming this friday. #Excited,"elite s3 is coming this friday. #excited
",excited
08/03/2020 23:06,1.23679E+18,I cant wait to make a wish on the moon tonight #excited,"i cant wait to make a wish on the moon tonight #excited
",excited
08/03/2020 22:14,1.23678E+18,Going to start my new work tomorrow...Wish me luck!🙊 #excited,"going to start my new work tomorrow..wish me luck!🙊 #excited
",excited
08/03/2020 22:10,1.23678E+18,1st flight of 2020 in a couple of weeks... #Excited #CantWait,"1st flight of 2020 in a couple of weeks.. #excited #cantraip
",excited
08/03/2020 20:44,1.23675E+18,"Just finished creating a new soundtrack for my intro/outro! Planning on going live tonight and testing a new game!
#excited #creator","just finished creating a new soundtrack for my intro/outre! planning on going live tonight and testing a new game!
#excited #creator
",excited
08/03/2020 17:31,1.23671E+18,Found a new True Crime Podcast. #excited,"found a new true crime podcast. #excited
",excited
08/03/2020 17:02,1.2367E+18,Kilbowie P7s - school hall will be open from 8.45am tomorrow #excited #LPSkilbowie20,"killogie p7s - school hall will be open from 8.45am tomorrow #excited #lpskilbowie20
",excited
08/03/2020 16:29,1.23669E+18,Made some lemonade while Jim and Laura had a serious talk #wonderwhatitwasabout #excited,"made some lemonade while jim and laura had a serious talk #wonderwhatitwasabout #excited
",excited
08/03/2020 16:03,1.23668E+18,It’s moving day 😩😴 #Excited #Lazy,"it’s moving day 😩😴 #excited #lazy
",excited
08/03/2020 14:23,1.23666E+18,house shopping with Sam is my fave thing to do EVER 🥰 #excited,"house shopping with sam is my fave thing to do ever 🥰 #excited
",excited
08/03/2020 13:55,1.23665E+18,"Well, it's official. I now own a PS4 and have pre-ordered the #FF7Remake . 100% gonna stream me playing the demo and also stream the game when I get it. #excited","well, it is official. i now own a ps4 and have pre-ordered the #ff7remake . 100% gonna stream me playing the demo and also stream the game when i get it. #excited
",excited
08/03/2020 13:09,1.23664E+18,Baecation in Montreal at the end of the month! Love traveling #EXCITED,"vacation in montreal at the end of the month! love traveling #excited
",excited
08/03/2020 08:05,1.23656E+18,Brooke is gonna do my eyebrows #excited,"broke is gonna do my eyebrows #excited
",excited
08/03/2020 07:48,1.23656E+18,Finished the chapter and edited it. It ended up being 6939 words and is probably one of the longest chapters in the book. It’s 15 typed pages and 32 hand written pages. Tomorrow I’m gonna write out the epilogue and Mad World’s first draft will officially be done. #excited,"finished the chapter and edited it. it ended up being 6939 words and is probably one of the longest chapters in the book. it’s 15 typed pages and 32 hand written pages. tomorrow i’m gonna write out the epilogue and mad world’s first draft will officially be done. #excited
",excited
08/03/2020 02:11,1.23647E+18,I can’t wait to see where I’ll be in a year.. two years #excited,"i can’t wait to see where i’ll be in a year.. two years #excited
",excited
08/03/2020 00:29,1.23645E+18,Okay so time to start back watchin tv series again... Guna start with money heist 😁 #excited Hope its good!,"okay so time to start back watching tv series again.. guna start with money heist 😁 #excited hope its good!
",excited
08/03/2020 00:26,1.23645E+18,"On Friday u are going to see our work!!!!

#Excited","on friday u are going to see our work!!

#excited
",excited
07/03/2020 23:54,1.23644E+18,Gonna be so busy this week #excited,"gonna be so busy this week #excited
",excited
07/03/2020 23:31,1.23643E+18,A CRISIS IS COMING!! 😁 I am so excited to finally be able to watch CRISIS ON INFINITE EARTHS!!! Thank you #Arrowverse #excited,"a crisis is coming!! 😁 i am so excited to finally be able to watch crisis on infinite earths!! thank you #arrowverse #excited
",excited
07/03/2020 22:50,1.23642E+18,"Y’all. Time change is tomorrow. Yaaassss. 
#timechange #excited","y’all. time change is tomorrow. years. 
#timechange #excited
",excited
07/03/2020 21:36,1.23641E+18,Just started harp lessons; so I wouldn’t have to take it in heaven. #Excited,"just started harp lessons; so i wouldn’t have to take it in heaven. #excited
",excited
07/03/2020 21:30,1.2364E+18,By the time I’m 30. I will definitely be in the millionaire club #Excited,"by the time i’m 30. i will definitely be in the millionaire club #excited
",excited
07/03/2020 21:14,1.2364E+18,I’m working with such a talented team on a short film :) #Excited,"i’m working with such a talented team on a short film :) #excited
",excited
07/03/2020 16:56,1.23634E+18,My hair has passed armpit length!! #excited #naturalhair,"my hair has passed armpit length!! #excited #naturalhair
",excited
07/03/2020 15:34,1.23631E+18,𓂀 have to remain calm  focus on the bullshit and write music ☀️ #Excited,"𓂀 have to remain calm  focus on the bullshit and write music ☀️ #excited
",excited
07/03/2020 15:23,1.23631E+18,"Seeing the place where I'm supposed to be makes my heart flutter more than anything else. So excited to be part of something I can call my passion. Never been this excited after seeing my soon to be fam. 
#excited 
#readytoexplore","seeing the place where I am supposed to be makes my heart flutter more than anything else. so excited to be part of something i can call my passion. never been this excited after seeing my soon to be fam. 
#excited 
#readytoexplore
",excited
07/03/2020 14:51,1.2363E+18,I’m off to DC taking my daughter for the first time!!! The drive starts now getting gas can’t wait to see everyone #excited #pacing,"i’m off to dc taking my daughter for the first time!! the drive starts now getting gas can’t wait to see everyone #excited #pacing
",excited
07/03/2020 13:48,1.23629E+18,I get my car today!! #excited,"i get my car today!! #excited
",excited
07/03/2020 11:08,1.23625E+18,"Favouritist friend is en-route from Oxford. 

If we could all wish for fair weather and no traffic, that’d be marvellous, please and thank you 

#excited","favouritism friend is en-route from oxford. 

if we could all wish for fair weather and no traffic, that’d be marvellous, please and thank you 

#excited
",excited
07/03/2020 10:02,1.23623E+18,New Take Note promotion is up on the website and the Kids' Corner is coming soon! #excited #takenote,"new take note promotion is up on the website and the kids' corner is coming soon! #excited #taenite
",excited
07/03/2020 09:41,1.23623E+18,We have a little news coming next week! #Excited #NewMusicAlert,"we have a little news coming next week! #excited #newmusicalert
",excited
07/03/2020 06:10,1.23617E+18,The Big Day is finally here!  In a few short hours my gorgeous girl goes off to marry her good-looking groom #Excited #Emotional,"the big day is finally here!  in a few short hours my gorgeous girl goes off to marry her good-looking groom #excited #emotional
",excited
07/03/2020 05:49,1.23617E+18,Just drunk ordered a buffalo chicken calzone #excited,"just drunk ordered a buffalo chicken calzone #excited
",excited
07/03/2020 04:00,1.23614E+18,"I was doing a ton of paid Facebook marketing for a client early this year but have since ramped it down which has allowed me to focus on creating content and building the brand. Now, I'm stepping back into paid marketing with some fresh insights. #Excited #Marketing","i was doing a ton of paid datebook marketing for a client early this year but have since ramped it down which has allowed me to focus on creating content and building the brand. now, I am stepping back into paid marketing with some fresh insights. #excited #marketing
",excited
07/03/2020 03:18,1.23613E+18,Y’all I’m really getting into this Auntie stuff. #excited,"y’all i’m really getting into this auntie stuff. #excited
",excited
12/03/2020 11:13,1.23806E+18,The greatest gift a man can give me is his time 🤗,"the greatest gift a man can give me is his time 🤗
",excited
12/03/2020 11:13,1.23806E+18,enlo ate hehehe we used to play dati pero we grew older syempre medyo away from each other naa pero i hope we could meet againn and play like dati hehe 🤪,"ento ate tehee we used to play date per we grew older sempre medio away from each other naa per i hope we could meet again and play like date here 🤪
",excited
12/03/2020 11:12,1.23806E+18,"Incoming items:
Innocence stock sales
Moonjerry stock sales
Saint stock sales
Raffine stock sales
Junsaeng slogan set
Ltr goods

🤩","incoming items:
innocence stock sales
moonery stock sales
saint stock sales
raffing stock sales
junsaeng slogan set
ltr goods

🤩
",excited
12/03/2020 11:12,1.23806E+18,Who said i'm hard to forget ? Nope you didn't know me well 🤪,"who said I am hard to forget ? nope you did not know me well 🤪
",excited
12/03/2020 11:12,1.23806E+18,These flight so cheap I wanna take a mini baecation next weekend 🤪,"these flight so cheap i wanna take a mini vacation next weekend 🤪
",excited
12/03/2020 11:11,1.23806E+18,"i want jimin’s fat, girthy cock inside me. my hole deserves to be ripped apart by him. 🤪 i want his dick to slide in and out of me fast. fuck me so hard. fuck me till i’m so loose.🥵 i want his cock to slide in and out of my mouth","i want jiminy’s fat, girth cock inside me. my hole deserves to be ripped apart by him. 🤪 i want his dick to slide in and out of me fast. fuck me so hard. fuck me till i’m so loose.🥵 i want his cock to slide in and out of my mouth
",excited
12/03/2020 11:11,1.23806E+18,Excited to watch handong soon 🤩,"excited to watch handing soon 🤩
",excited
12/03/2020 11:11,1.23806E+18,stay safe everyone 🤗,"stay safe everyone 🤗
",excited
