2020-03-11 16:57:54,1237784826977099777,"Hahahah my exes lawyer coming into the court house; so of course I’m going to say “Hello” he Looks at me doesn’t socialize much, barely nods his head a hello 🤣🤣 boy oh boy, some people could be more #pleasant life’s too short; no matter the scenario.  Be #humble and kind","halachah my exes lawyer coming into the court house; so of course i’m going to say “hello” he looks at me doesn’t socialize much, barely nods his head a hello 🤣🤣 boy oh boy, some people could be more #pleasant life’s too short; no matter the scenario.  be #humble and kind
",pleasant
2020-03-11 16:09:43,1237772703244804097,#Good Night All Friends,"#good night all friends
",pleasant
2020-03-11 15:34:23,1237763809621815297,#good morning,"#good morning
",pleasant
2020-03-11 15:20:14,1237760250121510913,“Convicted rapist Harvey Weinstein sentenced to 23 years in prison.” #GOOD,"“convicted rapist harvey einstein sentenced to 23 years in prison.” #good
",pleasant
2020-03-11 15:11:14,1237757985474166784,Ooooh shit....they gave Weinstein 23 years?!?! #Good,"ooh shit..they gave einstein 23 years?!?! #good
",pleasant
2020-03-11 15:00:15,1237755220639264768,"#Good Morning TwitterMarch 11, 2020 at 07:00AM March 11, 2020 at 07:00AM","#good morning twittermarch 11, 2020 at 07:00am march 11, 2020 at 07:00am
",pleasant
2020-03-11 12:49:56,1237722426684985345,I woke up to an amazing 20 Followers!!!! Thank you all!!! The new goal is 30!!!! We can do it! I love all of you!! 15% off merch for the next 14 days! New clips of fortnite coming hopefully today! Just gotta see if I can even get on!! Thank you truly. Keep climbing with me! #good,"i woke up to an amazing 20 followers!! thank you all!! the new goal is 30!! we can do it! i love all of you!! 15% off merch for the next 14 days! new clips of fortunite coming hopefully today! just gotta see if i can even get on!! thank you truly. keep climbing with me! #good
",pleasant
2020-03-11 12:00:06,1237709882637332481,#good morning people!! Time to create. #uglysbeauty,"#good morning people!! time to create. #uglysbeauty
",pleasant
2020-03-11 06:38:37,1237628979747545093,#Good Morning,"#good morning
",pleasant
2020-03-11 06:22:27,1237624910329131008,Keep friends that heard  you when you never said a word #Good...morning,"keep friends that heard  you when you never said a word #good..morning
",pleasant
2020-03-11 05:55:47,1237618201795670016,"Accept your past without regret, handle your present with confidence &amp; face your future without fear!

#good Morning to all my fams
I love you all😍","accept your past without regret, handle your present with confidence &amp; face your future without fear!

#good morning to all my farms
i love you all😍
",pleasant
2020-03-11 03:05:35,1237575367348510721,"#Good Morning 😊😊
Life will never provide warranties and guarantees, It can only provide Possibilities and Opportunities to convert them into Success.

#DrNirajSingh","#good morning 😊😊
life will never provide warranties and guarantees, it can only provide possibilities and opportunities to convert them into success.

#drnirajsingh
",pleasant
2020-03-11 01:45:08,1237555122516836353,"#Good Tuesday evening, everyone; 'time to feed the meter': Lord, thank you for your revelation that through the power of prayer, we can achieve. Amen.","#good tuesday evening, everyone; 'time to feed the meter': lord, thank you for your revelation that through the power of prayer, we can achieve. amen.
",pleasant
2020-03-11 01:17:58,1237548284769472514,Remember when having 200$ in your bank account  made you feel rich 😂 #good ole days,"remember when having 200$ in your bank account  made you feel rich 😂 #good ole days
",pleasant
2020-03-11 01:01:45,1237544204005306375,#Boomerang #good vibes only,"#boomerang #good vibes only
",pleasant
2020-03-11 00:12:03,1237531695219273730,Conor Sheary has been #Good,"honor sherry has been #good
",pleasant
2020-03-10 23:36:09,1237522660952649728,I head that GHANA EDUCATION SERVICES HAS ORGANISED TEACHERS TO WRITE WASSCE FOR STUDENTS AND #EXAMINATIONS HAS BEEN POSTPONED TO NEXT YEAR SO STUDENT ARE FREE TO UNIVERSITIES OK JUST BUY A FORM NO INTERVIEW  #GOOD-LUCK,"i head that ghana education services has organised teachers to write wassie for students and #examinations has been postponed to next year so student are free to universities ok just buy a form no interview  #good-luck
",pleasant
2020-03-10 21:43:10,1237494227954806785,oh man. tanganga with a hockey hit. that's not #good.,"oh man. tanzania with a hockey hit. that is not #good.
",pleasant
2020-03-10 21:12:03,1237486399009554433,"#GOOD DOG!
Watch most recent, your life may depend on it!","#good dog!
watch most recent, your life may depend on it!
",pleasant
2020-03-10 20:49:47,1237480795511627776,#Good day to all my friends,"#good day to all my friends
",pleasant
2020-03-10 17:46:16,1237434610243510274,#good for joe,"#good for joe
",pleasant
2020-03-10 17:35:49,1237431980872077313,"Men are not poverty eradication plans for lazy women...
Women are not rehabilitation centers for badly raised men...
 .
 .
 . 

 #Good day","men are not poverty eradication plans for lazy women..
women are not rehabilitation centers for badly raised men..
 .
 .
 . 

 #good day
",pleasant
2020-03-10 17:31:15,1237430832639479808,This is officially a #good inning.,"this is officially a #good inning.
",pleasant
2020-03-10 17:22:48,1237428705380704257,"There area times when normal expectations yield #abnormal results, there are moments when people stop being the good men you used to know them for, there are times when the bad aren't Sick of their wicked ways, These are moments to be strong for the #good self you've always been","there area times when normal expectations yield #abnormal results, there are moments when people stop being the good men you used to know them for, there are times when the bad are not sick of their wicked ways, these are moments to be strong for the #good self you have always been
",pleasant
2020-03-10 16:35:08,1237416710426079233,#Good for Joe vs trump makes no difference,"#good for joe vs trump makes no difference
",pleasant
2020-03-10 16:33:58,1237416415323287553,#Good for Joe wall street needs another bail out. Corporate welfare is killing us,"#good for joe wall street needs another bail out. corporate welfare is killing us
",pleasant
2020-03-10 15:09:02,1237395040948744195,#Good habits are formed. Bad habits we fall into. #quotes �p,"#good habits are formed. bad habits we fall into. #quotes �p
",pleasant
2020-03-10 15:00:29,1237392889354698753,"#Good Morning TwitterMarch 10, 2020 at 07:00AM March 10, 2020 at 07:00AM","#good morning twittermarch 10, 2020 at 07:00am march 10, 2020 at 07:00am
",pleasant
2020-03-10 14:21:10,1237382995801235459,Two #good French Toast!!!,"two #good french toast!!
",pleasant
2020-03-10 12:29:48,1237354968144887808,#Good morning to all,"#good morning to all
",pleasant
2020-03-10 12:26:07,1237354043812597760,PSL Matches to be held in Karachi as per the schdule of PSL 2020. #Delightful to listen the News.,"pal matches to be held in karachi as per the schedule of pal 2020. #delightful to listen the news.
",pleasant
2020-03-10 11:56:18,1237346539065856000,Let the #good #vibes roll,"let the #good #vibes roll
",pleasant
2020-03-10 11:12:47,1237335587151056903,Up early! #Good Morning,"up early! #good morning
",pleasant
2020-03-10 07:24:33,1237278150184312833,"Destiny is not created by the shoes we wear but by the steps we take.
Make the journey of life memorable and meaningful.#Good Morning","destiny is not created by the shoes we wear but by the steps we take.
make the journey of life memorable and meaningful.#good morning
",pleasant
2020-03-10 05:32:31,1237249957498744832,"This guy creeps me out.
My parents admonish me
To ""just be pleasant.""

#haikuchallenge 
#pleasant","this guy creeps me out.
my parents admonish me
to ""just be pleasant.""

#haikuchallenge 
#pleasant
",pleasant
2020-03-10 05:25:16,1237248134956253184,"And love will find you....

#good night tweeps","and love will find you..

#good night sweeps
",pleasant
2020-03-10 01:34:31,1237190064356065280,Nuggets look #good,"nuggets look #good
",pleasant
2020-03-10 01:24:48,1237187616467873793,"#Good Monday evening, everyone; 'time to feed the meter': Knowing we can lean on your arms, Lord, when we are weak or tired and receive renewed strength, we can meet this day with courage. Amen.","#good monday evening, everyone; 'time to feed the meter': knowing we can lean on your arms, lord, when we are weak or tired and receive renewed strength, we can meet this day with courage. amen.
",pleasant
2020-03-10 01:12:32,1237184531607756800,River by Leon Bridges is playing in Sullivan’s and I’m drinking a London Mule. Life is #good,"river by leon bridges is playing in sullivan’s and i’m drinking a london mule. life is #good
",pleasant
2020-03-10 01:03:06,1237182156616556544,"I think, 

#Good work 
Something lie Doesn't matter. 😊","i think, 

#good work 
something lie does not matter. 😊
",pleasant
2020-03-10 01:00:52,1237181594974240770,"To be CYNICAL...

...is to believe people are only about their OWN desires...

...to lose HOPE in humanity...

#good
#BishopPTV","to be cynical..

..is to believe people are only about their own desires..

..to lose hope in humanity..

#good
#bishopptv
",pleasant
2020-03-10 00:52:01,1237179367660204032,#Good choices@blakeshelton #VoiceBlinds,"#good choices@blakeshelton #voiceblinds
",pleasant
2020-03-09 22:30:06,1237143653681737728,"Expected to be a sellout, I guess no one is afraid of exposure to the Coronavirus. #good","expected to be a sellout, i guess no one is afraid of exposure to the coronavirus. #good
",pleasant
2020-03-09 21:01:02,1237121239438819329,The current temperature at #UTSC is 16.4°C #pleasant,"the current temperature at #utc is 16.4°c #pleasant
",pleasant
2020-03-09 20:25:04,1237112189036539906,"Smell that #pleasant scent
Follow it to a fresh grave
We welcome you home

#HaikuChallenge","smell that #pleasant scent
follow it to a fresh grave
we welcome you home

#haikuchallenge
",pleasant
2020-03-09 17:45:21,1237071991900901379,"Politics is literally a representation of how we all do and should interact with one another—why would we interact anyway but that we think we should? Given this, let us all try to be models of care, consideration, and compassion and do #good. #RepresentationalGovernment","politics is literally a representation of how we all do and should interact with one another—why would we interact anyway but that we think we should? given this, let us all try to be models of care, consideration, and compassion and do #good. #representationalgovernment
",pleasant
2020-03-09 16:52:51,1237058779017105412,What's some good news happening today? #good #GoodNews,"what has / what is some good news happening today? #good #goodness
",pleasant
2020-03-09 16:19:11,1237050307676221440,#Good night,"#good night
",pleasant
2020-03-09 15:12:18,1237033476123029506,"They are chatting about implementing ""cohersive abuse laws"" in Canada. #good","they are chatting about implementing ""cohesive abuse laws"" in canada. #good
",pleasant
2020-03-09 15:00:41,1237030554672992256,"#Good Morning TwitterMarch 09, 2020 at 07:00AM March 09, 2020 at 07:00AM","#good morning twittermarch 09, 2020 at 07:00am march 09, 2020 at 07:00am
",pleasant
2020-03-09 08:10:35,1236927348089458690,"“Having a #good time with #bad people, it’s only a matter of time⏳.....” -TW™","“having a #good time with #bad people, it’s only a matter of time⏳..” -to™
",pleasant
2020-03-09 08:06:09,1236926233813762048,Altered carbon is a #good show so far,"altered carbon is a #good show so far
",pleasant
2020-03-09 06:20:48,1236899721555447808,Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.#Good Morning,"believe in yourself! have faith in your abilities! without a humble but reasonable confidence in your own powers you cannot be successful or happy.#good morning
",pleasant
2020-03-09 05:49:45,1236891907047002112,"Everything heals. Your body heals, your heart heals. The mind heals. Wound heals. Your happiness is always going to come back. Bad times don't last.

#good morning to all my lovers😍
Happy New Week🙏","everything heals. your body heals, your heart heals. the mind heals. wound heals. your happiness is always going to come back. bad times do not last.

#good morning to all my lovers😍
happy new week🙏
",pleasant
2020-03-09 04:10:34,1236866947607863296,That ending was #Good #Outsiders. But wtf is gonna happen in season 2?,"that ending was #good #outsiders. but wtv is gonna happen in season 2?
",pleasant
2020-03-09 03:48:52,1236861487014187008,some of u are in relationships happy as fuck😎😎 #Good as u should,"some of u are in relationships happy as fuck😎😎 #good as u should
",pleasant
2020-03-09 03:37:58,1236858740353175553,i’m living right now i’m tryn see what that nice life about now #good,"i’m living right now i’m try see what that nice life about now #good
",pleasant
2020-03-09 03:33:14,1236857550013857793,"#Good character means that we can look in the mirror, when no one else is around, and #smile.","#good character means that we can look in the mirror, when no one else is around, and #smile.
",pleasant
2020-03-09 03:15:36,1236853114579193857,"#Good Sunday evening, everyone; 'time to feed the meter': Lord, we are listening to you today and waiting for your guidance. We know you will help us answer some of the uncertainties in our lives. Amen.","#good sunday evening, everyone; 'time to feed the meter': lord, we are listening to you today and waiting for your guidance. we know you will help us answer some of the uncertainties in our lives. amen.
",pleasant
2020-03-09 01:31:49,1236826995486593025,This team is #good. #Vipers,"this team is #good. #vipers
",pleasant
2020-03-09 01:03:50,1236819952063205376,Was stressing over finals but took a “chill pill” (a note I wrote to myself)?and now I’m feeling a lot less stressed #delightful #ImpactDesign20,"was stressing over finals but took a “chill pill” (a note i wrote to myself)?and now i’m feeling a lot less stressed #delightful #impactdesign20
",pleasant
2020-03-09 00:48:27,1236816081026568192,"Our generation is all about
how #good we're at holding 
the hurt behind the smiles | 🥀","our generation is all about
how #good we are at holding 
the hurt behind the smiles | 🥀
",pleasant
2020-03-08 22:28:04,1236780752576172035,Dk why people were saying Reece shouldn’t play midfield again? Looked #good,"dk why people were saying greece shouldn’t play midfield again? looked #good
",pleasant
2020-03-08 21:31:45,1236766580958257152,Spain are #good,"spain are #good
",pleasant
2020-03-08 21:27:23,1236765481844924416,listening to loona 😎 feelin #good,"listening to doona 😎 feeling #good
",pleasant
2020-03-08 21:21:01,1236763878274609153,we got okc reggie jackson which is #good,"we got otc reggae jackson which is #good
",pleasant
2020-03-08 18:28:18,1236720413327097856,Don't let the quest for #perfection cheat you otta your access to #good,"do not let the quest for #perfection cheat you otto your access to #good
",pleasant
2020-03-08 17:58:03,1236712799545384960,Didn't sleep in 36 hours #good,"did not sleep in 36 hours #good
",pleasant
2020-03-08 17:19:02,1236702983196459008,Bruno is #good,"brunt is #good
",pleasant
2020-03-08 16:53:13,1236696486991343616,Maguire is not #good,"manure is not #good
",pleasant
2020-03-08 16:31:48,1236691094303199233,"Always think of doing something good whether it is small or big. 
Then see what will happen.. #Good","always think of doing something good whether it is small or big. 
then see what will happen.. #good
",pleasant
2020-03-08 15:08:21,1236670095436517376,jordan pickford has been beat near post 3 times. he is so not #good,"jordan pickfork has been beat near post 3 times. he is so not #good
",pleasant
2020-03-08 15:00:28,1236668111568453633,"#Good Morning TwitterMarch 08, 2020 at 07:00AM March 08, 2020 at 07:00AM","#good morning twittermarch 08, 2020 at 07:00am march 08, 2020 at 07:00am
",pleasant
2020-03-08 10:06:35,1236594151115886592,#Good for nothing Indian women's team not even score 100 Run all out for 99 runs in 19 over Australia win T20 world cup by 85 runs,"#good for nothing indian women's team not even score 100 run all out for 99 runs in 19 over australia win t20 world cup by 85 runs
",pleasant
2020-03-08 09:06:42,1236579084060119041,"Lose an hour? One day at time, one hour, one minute at a time! #Good decisions","lose an hour? one day at time, one hour, one minute at a time! #good decisions
",pleasant
2020-03-08 08:49:02,1236574635065573377,"#GOOD _ MORNING ❤️

I am waiting for the night with tears 
falling from my eyes with joy from the..","#good _ morning ❤️

i am waiting for the night with tears 
falling from my eyes with joy from the..
",pleasant
2020-03-08 06:04:19,1236533183623000064,#good decision,"#good decision
",pleasant
2020-03-08 04:04:21,1236502993459183617,Drinking tonight solely because of this greys episode #good #night,"drinking tonight solely because of this greys episode #good #night
",pleasant
2020-03-08 03:04:59,1236488055315365888,"It is a new day, may this morning leave behind all your disappointments.
#Good Morning!","it is a new day, may this morning leave behind all your disappointments.
#good morning!
",pleasant
2020-03-08 02:34:38,1236480416682565633,#good morning.,"#good morning.
",pleasant
2020-03-08 02:00:36,1236471853037678592,"I worked on my ""social distancing"" at the gym today. I am quite #Good at it.","i worked on my ""social distancing"" at the gym today. i am quite #good at it.
",pleasant
2020-03-08 01:50:34,1236469326078717952,#Good peace and unity in India can be brought only by Mahatma Gandhi ji movement of non violence #DS cong,"#good peace and unity in india can be brought only by mahatma gandhi i movement of non violence #ds cong
",pleasant
2020-03-08 00:46:14,1236453135134216193,Reggie Perry is #good.,"reggae perry is #good.
",pleasant
2020-03-08 00:14:30,1236445150538117120,"#Good Saturday evening, everyone; 'time to feed the meter'; Lord, thank you for giving us a fearless inner strength. Amen.","#good saturday evening, everyone; 'time to feed the meter'; lord, thank you for giving us a fearless inner strength. amen.
",pleasant
2020-03-08 00:11:13,1236444324612767744,#good day for basketball imo,"#good day for basketball imo
",pleasant
2020-03-07 23:32:17,1236434524185055232,Tried my first #pumpkinspice beverage today...#delightful,"tried my first #pumpkinspice beverage today..#delightful
",pleasant
2020-03-07 23:02:15,1236426966817034240,"Still scoreless, mid 5th. Povich has faced just two batters over the minimum and thrown 58 pitches while fanning three. That's #good.

Bottom third of the order due up for NU.","still scoreless, mid 5th. policy has faced just two batters over the minimum and thrown 58 pitches while fanning three. that is #good.

bottom third of the order due up for nu.
",pleasant
2020-03-07 22:07:09,1236413100137447425,You're high ass fuck accept it ! #good day baby,"you are high ass fuck accept it ! #good day baby
",pleasant
2020-03-07 21:44:25,1236407381581377537,"I believe that Hispanics will form the backbone of the Union movement moving forward #Good.

It is pretty obvious here in Cali and also in Nevada. #FutureOfAmerica","i believe that hispanics will form the backbone of the union movement moving forward #good.

it is pretty obvious here in call and also in nevada. #futureofamerica
",pleasant
2020-03-07 21:16:43,1236400410275045381,Geo baker is #good at basketball,"geo baker is #good at basketball
",pleasant
2020-03-07 20:43:22,1236392015312703495,"Good &amp; bad days, #God is always #Good !🙏💙","good &amp; bad days, #god is always #good !🙏💙
",pleasant
2020-03-07 20:03:09,1236381896466149378,mike white is #good,"mike white is #good
",pleasant
2020-03-07 19:55:18,1236379919837356032,I was told the Roughnecks were #good and the Dragons were #bad,"i was told the roughnecks were #good and the dragons were #bad
",pleasant
2020-03-07 19:47:06,1236377855568818183,"Your parents are the most cherished people on earth ,even if you have the most difficult parents to deal with they are unbearable endure them beacause if you cant no one else will,  all the more reason they endured with you in your most fragile stage of your life  #good actions","your parents are the most cherished people on earth ,even if you have the most difficult parents to deal with they are unbearable endure them because if you cant no one else will,  all the more reason they endured with you in your most fragile stage of your life  #good actions
",pleasant
2020-03-07 19:36:16,1236375129912983557,Gabriel Clemens is very #good,"gabriel clements is very #good
",pleasant
2020-03-12 11:14:26,1238060778210480128,Be the better person 😌,"be the better person 😌
",pleasant
2020-03-12 11:14:24,1238060771722113024,"username change!
kisses4jhope to fuzzytaehyung! 😌","username change!
kisses4hope to fuzzytaehyung! 😌
",pleasant
2020-03-12 11:14:24,1238060771193610241,Morning 😌,"morning 😌
",pleasant
2020-03-12 11:14:08,1238060703967252480,awake 😌.,"awake 😌.
",pleasant
2020-03-12 11:13:59,1238060665564213248,Just because it’s Thursday kinda mood 😌,"just because it’s thursday kinda mood 😌
",pleasant
2020-03-12 11:13:42,1238060593250091009,i will just give up on you😌,"i will just give up on you😌
",pleasant
2020-03-12 11:13:34,1238060561600053249,The bird sounds like lasers 😌,"the bird sounds like lasers 😌
",pleasant
2020-03-12 11:13:30,1238060545296797696,i got 8 hours of sleep already 😌 i feel good,"i got 8 hours of sleep already 😌 i feel good
",pleasant
2020-03-12 11:13:28,1238060537637933056,Beyond blessed 😌,"beyond blessed 😌
",pleasant
2020-03-12 11:13:28,1238060536157204480,smiling like a lovesick fool while reading aus 😌,"smiling like a lovesick fool while reading as 😌
",pleasant
2020-03-12 11:13:21,1238060508093255680,Once again I've woken up on this fine morning feeling like a thoroughly boiled noodle 😌🍝,"once again i've woken up on this fine morning feeling like a thoroughly boiled noodle 😌🍝
",pleasant
2020-03-12 11:13:20,1238060503521316864,da best jud ipair ang sesame cookies og milktea 😌,"da best jud pair and sesame cookies og militia 😌
",pleasant
2020-03-12 11:13:19,1238060498194558981,"Nobody loves and caring.
It's the highlight, bby.
Uh-oh, dw 😌","nobody loves and caring.
it is the highlight, by.
uh-oh, do 😌
",pleasant
2020-03-12 11:13:14,1238060476120137728,I’ve made a lot of mistakes in my 17 years but I can happily say I’ve neither thought of buying a pair of vans 😌,"i’ve made a lot of mistakes in my 17 years but i can happily say i’ve neither thought of buying a pair of vans 😌
",pleasant
2020-03-12 11:13:04,1238060437066772480,damn bitch thats one (1) loyalty strike 😌,"damn bitch thats one (1) loyalty strike 😌
",pleasant
2020-03-12 11:13:02,1238060428141477890,"My professor during class
“...and it is located between Syria and Is-“
Me: 🤨
Professor: “Palestine”
Me: 😌","my professor during class
“..and it is located between syria and is-“
me: 🤨
professor: “palestine”
me: 😌
",pleasant
2020-03-12 11:12:53,1238060390317273088,if you listen real close to hop’s league battle theme you’ll realize that i’m actually voicing the entire crowd cheering for my son 😌,"if you listen real close to hop’s league battle theme you’ll realize that i’m actually voicing the entire crowd cheering for my son 😌
",pleasant
2020-03-12 11:12:23,1238060262114148353,its no traffic this morning 😌,"its no traffic this morning 😌
",pleasant
2020-03-12 11:12:22,1238060259677175808,My babe on his way home 😌😌,"my babe on his way home 😌😌
",pleasant
2020-03-12 11:12:19,1238060248461709313,15 days left 😌,"15 days left 😌
",pleasant
2020-03-12 11:12:12,1238060217859964929,it’s hrh prince of off brand england’s birthday 😌💗,"it’s heh prince of off brand england’s birthday 😌💗
",pleasant
2020-03-12 11:12:07,1238060195005292544,grand rising! 😌,"grand rising! 😌
",pleasant
2020-03-12 11:12:04,1238060185563922432,ohh &amp; today’s my Friday 😌😌,"oh &amp; today’s my friday 😌😌
",pleasant
2020-03-12 11:11:57,1238060155897630726,2day i will mostly be focusing my energy into manifesting a sanie and/or jongho post 😌,"2day i will mostly be focusing my energy into manifesting a sane and/or jinghpo post 😌
",pleasant
2020-03-12 11:11:55,1238060147597029377,We all gotta meet death one day so live life to the fullest 😌💯,"we all gotta meet death one day so live life to the fullest 😌💯
",pleasant
2020-03-12 11:11:55,1238060146091163650,asking my dad to transfer money to my ovo to pay for my snacks tonight bcs i dont wanna spend my money anymore today😌🥺,"asking my dad to transfer money to my ovo to pay for my snacks tonight bc i dont wanna spend my money anymore today😌🥺
",pleasant
2020-03-12 11:11:50,1238060123769180160,Hopefully now y’all will be celebrating the new year on the first day of spring 😌,"hopefully now y’all will be celebrating the new year on the first day of spring 😌
",pleasant
2020-03-12 11:11:47,1238060110796095489,Do you keep your money in the bank or home ? Me : in my memories 😌,"do you keep your money in the bank or home ? me : in my memories 😌
",pleasant
2020-03-12 11:11:44,1238060100838780928,As if im scared😌,"as if im scared😌
",pleasant
2020-03-12 11:11:44,1238060099962195969,nagiging stan acc na 'tong personal acc q hehehe too lazy to make another one 😌,"nagging stand acc na 'tong personal acc q tehee too lazy to make another one 😌
",pleasant
2020-03-12 11:11:35,1238060060598775811,"Let me get up, shower and get ready for work😌","let me get up, shower and get ready for work😌
",pleasant
2020-03-12 11:11:28,1238060034375876608,Spoke to the leasing manager from Weberstown Mall and I’m the only female business owner in that entire mall ♥️😌 that’s dope af,"spoke to the leasing manager from weberstown mall and i’m the only female business owner in that entire mall ♥️😌 that’s dope af
",pleasant
2020-03-12 11:11:12,1238059966440890370,Had time to get lifted this morning 😌,"had time to get lifted this morning 😌
",pleasant
2020-03-12 11:11:08,1238059947642040320,In the mood for cooking😌,"in the mood for cooking😌
",pleasant
2020-03-12 11:11:07,1238059944739553281,Deserved 😌 #LOONA1stWin,"deserved 😌 #doona1stain
",pleasant
2020-03-12 11:11:01,1238059920131362817,such a good time to be SPL fan. the main tag has new content every day now. the new TW version  being released this year. 😌✌,"such a good time to be spl fan. the main tag has new content every day now. the new to version  being released this year. 😌✌
",pleasant
2020-03-12 11:10:59,1238059909557522433,hmm postpone 😌,"hmm postpone 😌
",pleasant
2020-03-12 11:10:48,1238059865173397504,"fave this &amp; i’ll send u a name

1. school and past crush :D
2. 2 yrs
3. as a broooo
4. hang out is da word
5. R O N A L D
6. emotionally suppressive ;(
7. Violet
8. 🤩
9. I LOVE YOUUU 😌
10. EVERYWHERE
11. YES
12. YES
13. YES 
14. YES
15. YES","fave this &amp; i’ll send u a name

1. school and past crush :d
2. 2 yrs
3. as a broo
4. hang out is da word
5. r o n a l d
6. emotionally suppressive ;(
7. violet
8. 🤩
9. i love you 😌
10. everywhere
11. yes
12. yes
13. yes 
14. yes
15. yes
",pleasant
2020-03-12 11:10:40,1238059830792708098,"+ sometimes i wish i can have like 5% of his confidence. intimidates me most of the time, but i know he means well. best part is he has SEXY ass hands and i’ll pay him to choke me tf out periodt 😌🤰","+ sometimes i wish i can have like 5% of his confidence. intimidates me most of the time, but i know he means well. best part is he has sexy ass hands and i’ll pay him to choke me of out period 😌🤰
",pleasant
2020-03-12 11:10:37,1238059818516086784,Aruba today 😌,"aruba today 😌
",pleasant
2020-03-12 11:10:26,1238059771695169537,WFH today 😌,"whf today 😌
",pleasant
2020-03-12 11:10:10,1238059705403969536,It was so difficult for me to get up today 😌,"it was so difficult for me to get up today 😌
",pleasant
2020-03-12 11:10:07,1238059694763249664,I have pancakes! They look hideous but taste amazing believe me. Time to eat and then get started on them #sangcheng lesbians 💖😌,"i have pancakes! they look hideous but taste amazing believe me. time to eat and then get started on them #sangcheng lesbians 💖😌
",pleasant
2020-03-12 11:10:04,1238059678409666560,My lightiny will be delivered TODAY 😌🤩,"my lighting will be delivered today 😌🤩
",pleasant
2020-03-12 11:09:46,1238059602861674496,biocamp is cancelled so the stress energy is fading 😌,"incamp is cancelled so the stress energy is fading 😌
",pleasant
